age,workclass,education_num,marital_status,occupation,race,sex,hours_per_week,native_country,income
19, Private,10, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
47, Private,13, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
40, Private,10, Divorced, Other-service, White, Female,48, United-States, <=50K
45, Private,9, Widowed, Sales, White, Female,45, United-States, <=50K
43, Private,9, Separated, Handlers-cleaners, Black, Female,45, United-States, <=50K
22, ?,5, Never-married, ?, White, Male,30, United-States, <=50K
50, Private,16, Divorced, Prof-specialty, White, Male,50, United-States, >50K
72, ?,10, Married-spouse-absent, ?, White, Male,3, United-States, <=50K
29, Private,13, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
47, Private,13, Never-married, Exec-managerial, White, Male,50, United-States, <=50K
24, Private,9, Never-married, Sales, White, Male,35, El-Salvador, <=50K
22, ?,10, Never-married, ?, White, Male,15, United-States, <=50K
21, Private,9, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
30, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
37, Private,10, Widowed, Other-service, White, Female,40, ?, <=50K
74, Self-emp-not-inc,15, Divorced, Prof-specialty, White, Male,40, United-States, <=50K
70, Self-emp-not-inc,10, Married-civ-spouse, Farming-fishing, White, Male,70, United-States, <=50K
27, Private,11, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
32, Local-gov,13, Divorced, Adm-clerical, Asian-Pac-Islander, Female,46, United-States, <=50K
30, Private,7, Married-civ-spouse, Handlers-cleaners, White, Male,50, United-States, <=50K
29, Local-gov,11, Divorced, Protective-serv, White, Male,56, United-States, <=50K
18, Private,7, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
31, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
39, State-gov,10, Married-civ-spouse, Protective-serv, White, Male,70, United-States, <=50K
21, Private,10, Never-married, Other-service, White, Female,30, United-States, <=50K
31, Private,9, Married-civ-spouse, Transport-moving, White, Male,38, United-States, <=50K
33, Local-gov,10, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K
39, Private,15, Divorced, Prof-specialty, White, Male,70, United-States, >50K
29, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
34, Private,10, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
52, State-gov,13, Widowed, Exec-managerial, White, Female,55, United-States, <=50K
35, Private,9, Never-married, Sales, White, Male,25, United-States, <=50K
33, Private,6, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
40, ?,5, Divorced, ?, White, Female,5, Cuba, <=50K
43, Private,13, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,50, United-States, >50K
66, ?,2, Never-married, ?, Black, Male,30, United-States, <=50K
51, Local-gov,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
36, Private,9, Never-married, Other-service, White, Female,30, United-States, <=50K
17, Local-gov,7, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
32, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
39, Private,9, Never-married, Machine-op-inspct, Black, Female,40, United-States, <=50K
19, Self-emp-inc,10, Never-married, Farming-fishing, White, Male,60, United-States, <=50K
54, Private,7, Divorced, Adm-clerical, White, Male,40, United-States, >50K
45, Private,13, Divorced, Prof-specialty, White, Male,50, United-States, >50K
47, Local-gov,13, Divorced, Prof-specialty, Black, Female,40, United-States, <=50K
49, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male,98, United-States, <=50K
32, Private,9, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
28, Self-emp-inc,9, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
39, Self-emp-inc,13, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
27, Self-emp-inc,9, Never-married, Sales, White, Male,50, United-States, <=50K
42, Local-gov,14, Married-civ-spouse, Prof-specialty, White, Female,38, United-States, >50K
24, Private,13, Married-civ-spouse, Prof-specialty, White, Male,44, United-States, <=50K
45, Private,13, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K
19, Private,9, Never-married, Other-service, White, Male,30, United-States, <=50K
46, Private,6, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K
50, Private,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
32, Private,9, Never-married, Adm-clerical, White, Female,42, United-States, <=50K
47, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
69, ?,13, Married-civ-spouse, ?, White, Male,10, United-States, >50K
43, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male,50, United-States, <=50K
29, Private,13, Never-married, Craft-repair, White, Male,40, United-States, <=50K
43, Federal-gov,15, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,55, ?, >50K
90, Private,13, Never-married, Prof-specialty, White, Female,10, United-States, <=50K
41, Private,15, Married-civ-spouse, Exec-managerial, White, Female,50, Japan, >50K
24, Private,1, Never-married, Farming-fishing, White, Male,36, Mexico, <=50K
24, Private,10, Never-married, Farming-fishing, White, Male,50, United-States, <=50K
24, Private,10, Never-married, Other-service, White, Female,53, United-States, <=50K
35, Private,9, Married-civ-spouse, Adm-clerical, White, Female,42, United-States, >50K
30, Private,13, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
46, Private,13, Separated, Exec-managerial, White, Female,40, United-States, <=50K
19, Local-gov,10, Never-married, Adm-clerical, White, Female,30, United-States, <=50K
39, Private,5, Separated, Craft-repair, White, Male,35, Mexico, <=50K
43, Private,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
35, Private,9, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
65, Private,9, Widowed, Sales, White, Female,24, United-States, <=50K
34, Private,9, Divorced, Craft-repair, White, Male,40, United-States, <=50K
41, Private,11, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
24, Self-emp-not-inc,10, Never-married, Farming-fishing, White, Male,60, United-States, <=50K
24, Private,9, Never-married, Other-service, Amer-Indian-Eskimo, Male,35, United-States, <=50K
34, Self-emp-inc,14, Never-married, Exec-managerial, White, Female,45, France, >50K
33, Private,9, Married-civ-spouse, Sales, White, Male,40, Cuba, >50K
37, Private,9, Never-married, Machine-op-inspct, White, Male,38, Puerto-Rico, <=50K
39, Self-emp-not-inc,9, Married-civ-spouse, Transport-moving, White, Male,60, United-States, >50K
58, Private,9, Divorced, Other-service, White, Female,25, United-States, <=50K
36, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male,35, Mexico, <=50K
33, Federal-gov,10, Married-civ-spouse, Tech-support, White, Female,40, United-States, <=50K
42, Local-gov,14, Married-civ-spouse, Prof-specialty, White, Male,55, United-States, <=50K
31, Private,10, Never-married, Protective-serv, Black, Male,40, ?, <=50K
57, Private,9, Separated, Craft-repair, White, Male,40, United-States, <=50K
67, Federal-gov,9, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K
23, Private,9, Divorced, Craft-repair, White, Male,40, United-States, <=50K
35, Private,10, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo, Male,40, United-States, <=50K
43, Private,13, Married-civ-spouse, Prof-specialty, White, Male,55, Italy, >50K
39, Self-emp-not-inc,10, Married-civ-spouse, Farming-fishing, White, Male,60, United-States, <=50K
36, Private,9, Never-married, Craft-repair, White, Male,40, United-States, <=50K
29, Local-gov,12, Divorced, Other-service, White, Female,13, United-States, <=50K
25, Private,9, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
54, Private,6, Separated, Transport-moving, Black, Male,45, United-States, >50K
24, Private,9, Married-civ-spouse, Craft-repair, White, Male,44, United-States, <=50K
50, Self-emp-inc,13, Married-civ-spouse, Sales, Asian-Pac-Islander, Male,60, South, >50K
70, Private,6, Married-civ-spouse, Machine-op-inspct, White, Male,50, United-States, <=50K
61, Private,13, Divorced, Sales, Black, Male,48, United-States, >50K
51, Federal-gov,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
38, Self-emp-not-inc,14, Married-civ-spouse, Farming-fishing, White, Male,70, United-States, <=50K
51, Private,9, Divorced, Prof-specialty, White, Female,40, United-States, >50K
28, Private,9, Never-married, Other-service, White, Male,40, United-States, <=50K
66, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, White, Male,25, United-States, >50K
57, Self-emp-inc,9, Separated, Farming-fishing, White, Male,60, United-States, >50K
44, Self-emp-inc,13, Married-civ-spouse, Sales, Asian-Pac-Islander, Male,50, ?, >50K
29, Private,10, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
21, Private,10, Never-married, Sales, Black, Female,40, United-States, <=50K
42, Private,6, Married-civ-spouse, Craft-repair, Other, Male,43, United-States, >50K
74, Private,15, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
50, Private,10, Divorced, Sales, White, Female,40, United-States, <=50K
65, Private,9, Divorced, Other-service, White, Female,14, United-States, <=50K
64, ?,9, Divorced, ?, White, Female,38, United-States, <=50K
44, Private,7, Separated, Other-service, Black, Female,30, United-States, <=50K
34, Private,11, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
17, Private,6, Never-married, Other-service, White, Male,10, United-States, <=50K
17, ?,6, Never-married, ?, White, Female,40, United-States, <=50K
43, Private,10, Married-civ-spouse, Transport-moving, White, Male,60, United-States, <=50K
32, Private,12, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
54, Private,13, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
20, Private,10, Never-married, Adm-clerical, White, Female,20, United-States, <=50K
23, Private,10, Never-married, Prof-specialty, White, Male,10, United-States, <=50K
34, Private,9, Married-civ-spouse, Other-service, White, Male,45, United-States, <=50K
30, Private,10, Never-married, Sales, White, Male,20, United-States, <=50K
32, Private,4, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
40, Private,13, Married-civ-spouse, Prof-specialty, White, Male,60, Ireland, >50K
28, Private,10, Never-married, Craft-repair, Black, Male,40, United-States, <=50K
44, Private,9, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K
29, Local-gov,11, Married-civ-spouse, Tech-support, White, Female,35, Nicaragua, >50K
28, Private,16, Never-married, Prof-specialty, White, Male,50, Germany, <=50K
37, Private,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
56, Self-emp-inc,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
27, Private,13, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
34, Private,9, Divorced, Machine-op-inspct, White, Female,20, United-States, <=50K
37, Private,9, Divorced, Craft-repair, White, Male,40, United-States, <=50K
66, Self-emp-not-inc,13, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
19, Private,9, Never-married, Prof-specialty, White, Male,30, United-States, <=50K
60, Private,11, Divorced, Prof-specialty, White, Female,40, United-States, <=50K
54, Self-emp-not-inc,10, Married-civ-spouse, Transport-moving, White, Male,30, United-States, <=50K
47, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
47, Private,10, Divorced, Prof-specialty, White, Male,48, United-States, >50K
48, Self-emp-inc,11, Married-civ-spouse, Craft-repair, White, Male,60, United-States, <=50K
57, ?,9, Married-civ-spouse, ?, White, Male,60, United-States, <=50K
50, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, White, Male,50, Germany, >50K
62, Private,5, Widowed, Other-service, Black, Female,25, United-States, <=50K
45, Private,10, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
55, Local-gov,9, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
62, Private,9, Widowed, Sales, White, Female,32, United-States, <=50K
25, Private,6, Married-civ-spouse, Machine-op-inspct, White, Male,40, Guatemala, <=50K
49, Private,7, Divorced, Exec-managerial, White, Female,38, United-States, <=50K
32, State-gov,10, Never-married, Protective-serv, Black, Female,40, United-States, <=50K
25, Federal-gov,9, Never-married, Handlers-cleaners, Amer-Indian-Eskimo, Male,40, United-States, <=50K
39, Private,10, Married-civ-spouse, Machine-op-inspct, White, Male,50, United-States, <=50K
27, Local-gov,10, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, <=50K
43, Private,9, Married-civ-spouse, Other-service, Black, Male,40, United-States, >50K
30, Private,9, Divorced, Other-service, Asian-Pac-Islander, Female,40, South, <=50K
21, Private,10, Never-married, Sales, White, Female,20, United-States, <=50K
33, Private,15, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, >50K
33, Private,10, Never-married, Adm-clerical, White, Male,50, United-States, <=50K
33, Private,7, Never-married, Adm-clerical, Black, Female,38, United-States, <=50K
70, Private,4, Widowed, Other-service, White, Female,35, United-States, <=50K
25, Private,10, Never-married, Other-service, Black, Male,42, United-States, <=50K
17, Private,7, Never-married, Other-service, White, Male,25, United-States, <=50K
20, Private,10, Never-married, Farming-fishing, White, Male,40, United-States, <=50K
19, Private,10, Never-married, Other-service, Black, Male,35, United-States, <=50K
71, Federal-gov,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
31, Private,12, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
26, Private,13, Married-civ-spouse, Sales, White, Male,55, United-States, <=50K
52, Private,14, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
26, Private,13, Never-married, Exec-managerial, White, Female,40, United-States, <=50K
38, Private,9, Divorced, Machine-op-inspct, White, Male,45, United-States, <=50K
25, Private,10, Never-married, Other-service, White, Male,40, United-States, <=50K
22, Private,13, Never-married, Prof-specialty, White, Female,9, United-States, <=50K
48, State-gov,10, Married-civ-spouse, Protective-serv, White, Male,40, United-States, >50K
53, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
30, Self-emp-not-inc,12, Divorced, Craft-repair, White, Male,50, United-States, <=50K
44, Private,10, Married-civ-spouse, Craft-repair, White, Male,60, United-States, >50K
32, Federal-gov,13, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,56, United-States, >50K
59, Self-emp-not-inc,7, Married-civ-spouse, Craft-repair, White, Male,20, United-States, <=50K
49, Private,10, Divorced, Handlers-cleaners, Black, Female,40, United-States, <=50K
65, ?,9, Married-civ-spouse, ?, Amer-Indian-Eskimo, Male,40, United-States, <=50K
31, Private,9, Never-married, Craft-repair, White, Male,50, United-States, >50K
53, Private,3, Married-civ-spouse, Craft-repair, Other, Male,40, Puerto-Rico, >50K
44, Private,5, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
36, Private,13, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,55, Japan, >50K
36, Private,9, Never-married, Sales, White, Female,40, United-States, <=50K
37, Private,5, Married-civ-spouse, Machine-op-inspct, White, Male,50, United-States, >50K
63, ?,13, Married-civ-spouse, ?, White, Male,54, United-States, >50K
67, Self-emp-inc,9, Married-civ-spouse, Prof-specialty, White, Female,30, England, >50K
29, Private,13, Never-married, Sales, Black, Male,40, United-States, <=50K
52, Private,9, Divorced, Sales, White, Male,40, United-States, <=50K
37, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
21, Private,10, Never-married, Other-service, White, Female,40, United-States, <=50K
36, Private,10, Divorced, Exec-managerial, Black, Female,38, United-States, <=50K
24, Private,9, Never-married, Machine-op-inspct, Black, Female,30, United-States, <=50K
31, Private,9, Never-married, Exec-managerial, Black, Male,40, United-States, <=50K
54, Federal-gov,9, Widowed, Adm-clerical, White, Female,35, United-States, <=50K
44, Private,13, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
18, Private,10, Never-married, Handlers-cleaners, Other, Male,30, United-States, <=50K
41, Private,9, Married-civ-spouse, Transport-moving, White, Female,40, United-States, <=50K
37, Self-emp-inc,14, Divorced, Exec-managerial, White, Female,70, United-States, <=50K
30, Private,9, Never-married, Other-service, Black, Male,40, ?, <=50K
26, State-gov,13, Never-married, Prof-specialty, Asian-Pac-Islander, Male,20, India, <=50K
68, Self-emp-not-inc,16, Married-civ-spouse, Prof-specialty, White, Male,50, Canada, <=50K
31, Private,10, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
48, Private,9, Divorced, Craft-repair, White, Male,40, United-States, <=50K
80, ?,9, Married-civ-spouse, ?, White, Male,8, United-States, <=50K
26, Private,10, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, <=50K
63, Private,5, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
19, Private,10, Never-married, Machine-op-inspct, White, Male,20, United-States, <=50K
30, ?,10, Never-married, ?, White, Female,30, United-States, <=50K
42, Self-emp-inc,9, Married-civ-spouse, Sales, White, Male,60, United-States, <=50K
64, Federal-gov,12, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,40, United-States, >50K
32, Private,13, Never-married, Transport-moving, White, Male,40, United-States, <=50K
50, Private,9, Married-civ-spouse, Craft-repair, White, Male,47, United-States, <=50K
73, Private,9, Married-civ-spouse, Farming-fishing, Asian-Pac-Islander, Male,40, Philippines, <=50K
32, Private,13, Never-married, Prof-specialty, Black, Female,40, United-States, <=50K
53, Private,10, Married-civ-spouse, Transport-moving, White, Male,45, United-States, >50K
58, Private,13, Divorced, Sales, White, Male,40, United-States, <=50K
37, Local-gov,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
24, Private,10, Never-married, Craft-repair, White, Male,15, United-States, <=50K
53, Private,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
23, Private,10, Never-married, Exec-managerial, Other, Female,40, United-States, <=50K
42, ?,12, Never-married, ?, White, Female,40, United-States, <=50K
30, Private,9, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, <=50K
38, Private,13, Never-married, Other-service, White, Female,35, United-States, <=50K
28, Private,9, Never-married, Craft-repair, White, Male,40, United-States, <=50K
19, Private,8, Never-married, Other-service, White, Female,20, United-States, <=50K
45, Private,9, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, <=50K
26, Private,13, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
33, Private,5, Never-married, Sales, White, Female,40, United-States, <=50K
29, Private,9, Never-married, Farming-fishing, White, Male,50, ?, <=50K
54, Private,14, Married-civ-spouse, Exec-managerial, White, Female,55, United-States, >50K
23, Private,10, Never-married, Exec-managerial, White, Female,50, United-States, <=50K
43, Self-emp-inc,9, Married-civ-spouse, Sales, White, Male,55, United-States, >50K
37, Private,5, Never-married, Priv-house-serv, White, Female,30, El-Salvador, <=50K
31, Private,4, Married-civ-spouse, Other-service, White, Male,40, Mexico, <=50K
56, Self-emp-inc,8, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
25, Private,7, Never-married, Craft-repair, White, Male,40, United-States, <=50K
17, Private,7, Never-married, Other-service, Black, Female,25, United-States, <=50K
37, Private,9, Widowed, Adm-clerical, White, Female,68, United-States, <=50K
60, Private,11, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
59, Federal-gov,13, Married-spouse-absent, Exec-managerial, White, Female,40, United-States, <=50K
59, Federal-gov,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
46, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
28, ?,9, Married-civ-spouse, ?, White, Male,16, United-States, <=50K
33, ?,9, Never-married, ?, White, Male,40, United-States, <=50K
24, Private,9, Never-married, Craft-repair, White, Male,50, United-States, <=50K
29, Private,9, Married-civ-spouse, Other-service, White, Female,40, United-States, >50K
33, Self-emp-not-inc,11, Divorced, Other-service, White, Female,99, United-States, <=50K
29, ?,9, Married-civ-spouse, ?, White, Male,40, Dominican-Republic, <=50K
23, State-gov,10, Never-married, Protective-serv, White, Male,40, United-States, <=50K
20, Private,10, Never-married, Adm-clerical, White, Male,25, Nicaragua, <=50K
60, Private,9, Widowed, Other-service, White, Female,44, United-States, <=50K
44, Private,6, Never-married, Sales, Other, Female,35, Dominican-Republic, <=50K
18, Private,9, Never-married, Transport-moving, White, Male,25, United-States, <=50K
52, Federal-gov,8, Never-married, Other-service, Black, Female,40, United-States, <=50K
31, Private,9, Divorced, Craft-repair, White, Male,45, United-States, <=50K
30, Private,13, Widowed, Prof-specialty, White, Female,55, United-States, >50K
33, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
20, Private,10, Never-married, Other-service, White, Female,32, United-States, <=50K
27, ?,13, Married-civ-spouse, ?, Black, Female,35, ?, >50K
33, Private,11, Separated, Adm-clerical, Black, Female,50, United-States, <=50K
25, Private,9, Never-married, Other-service, Black, Female,35, United-States, <=50K
63, Private,9, Separated, Craft-repair, White, Female,20, United-States, <=50K
63, Self-emp-not-inc,10, Widowed, Exec-managerial, White, Male,35, United-States, <=50K
43, Private,9, Separated, Sales, White, Female,30, United-States, <=50K
58, Private,7, Widowed, Machine-op-inspct, White, Female,40, United-States, <=50K
70, ?,11, Widowed, ?, White, Female,35, United-States, <=50K
35, Private,11, Never-married, Adm-clerical, White, Female,40, United-States, >50K
42, Private,10, Married-civ-spouse, Exec-managerial, White, Male,55, United-States, >50K
20, Local-gov,10, Never-married, Protective-serv, White, Male,25, United-States, <=50K
35, Private,9, Divorced, Craft-repair, White, Male,40, United-States, <=50K
62, Private,5, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
41, Private,9, Divorced, Craft-repair, White, Female,50, United-States, <=50K
43, Self-emp-not-inc,13, Married-civ-spouse, Prof-specialty, White, Female,35, United-States, <=50K
19, Private,8, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
46, Private,9, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
47, Private,13, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
36, Self-emp-not-inc,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
45, Private,12, Never-married, Adm-clerical, Black, Female,40, United-States, <=50K
48, Private,6, Married-civ-spouse, Craft-repair, White, Male,30, United-States, <=50K
29, Private,12, Never-married, Adm-clerical, Asian-Pac-Islander, Female,40, United-States, <=50K
48, State-gov,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
36, Private,9, Divorced, Sales, Black, Female,25, United-States, <=50K
58, Private,7, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
43, Private,9, Never-married, Adm-clerical, Black, Female,40, United-States, <=50K
59, Private,13, Married-civ-spouse, Craft-repair, White, Male,4, United-States, <=50K
42, Private,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
33, Federal-gov,11, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K
23, Federal-gov,10, Never-married, Armed-Forces, White, Male,40, United-States, <=50K
21, Private,10, Never-married, Handlers-cleaners, White, Male,25, United-States, <=50K
48, Private,3, Divorced, Machine-op-inspct, Other, Female,40, Dominican-Republic, <=50K
32, Local-gov,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
31, Private,10, Married-civ-spouse, Adm-clerical, White, Male,50, United-States, >50K
66, Local-gov,14, Widowed, Prof-specialty, White, Female,40, United-States, <=50K
23, Local-gov,13, Never-married, Adm-clerical, White, Male,32, United-States, <=50K
52, Private,10, Married-civ-spouse, Adm-clerical, White, Female,35, United-States, >50K
17, Private,7, Never-married, Handlers-cleaners, White, Male,15, United-States, <=50K
35, Private,10, Married-civ-spouse, Sales, White, Male,43, United-States, >50K
39, Private,16, Married-civ-spouse, Prof-specialty, White, Male,55, United-States, >50K
21, ?,10, Never-married, ?, White, Female,10, United-States, <=50K
24, Private,10, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
45, Private,9, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,84, Japan, >50K
25, Private,9, Never-married, Craft-repair, White, Male,50, United-States, <=50K
29, Federal-gov,13, Never-married, Prof-specialty, Black, Male,40, United-States, <=50K
56, Private,13, Married-civ-spouse, Adm-clerical, White, Male,44, United-States, >50K
34, Self-emp-not-inc,9, Divorced, Farming-fishing, White, Male,40, United-States, <=50K
64, Local-gov,9, Divorced, Craft-repair, White, Male,40, United-States, >50K
27, Private,9, Married-civ-spouse, Adm-clerical, White, Male,39, United-States, <=50K
47, Private,9, Divorced, Machine-op-inspct, White, Male,40, United-States, <=50K
36, Private,13, Married-civ-spouse, Tech-support, White, Male,42, United-States, >50K
44, Federal-gov,9, Divorced, Machine-op-inspct, White, Male,40, United-States, <=50K
31, Private,9, Never-married, Farming-fishing, Black, Female,60, United-States, <=50K
23, Private,9, Married-civ-spouse, Adm-clerical, White, Female,35, United-States, <=50K
45, Local-gov,10, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
31, Local-gov,9, Never-married, Machine-op-inspct, White, Male,64, United-States, <=50K
45, Private,6, Married-civ-spouse, Craft-repair, White, Male,60, United-States, <=50K
42, Private,9, Never-married, Adm-clerical, Black, Female,35, ?, <=50K
33, Private,12, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
33, Local-gov,14, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, <=50K
30, Self-emp-not-inc,10, Married-civ-spouse, Adm-clerical, White, Female,20, United-States, >50K
25, Private,10, Never-married, Machine-op-inspct, White, Male,42, United-States, <=50K
33, Private,14, Never-married, Exec-managerial, White, Female,32, ?, <=50K
70, Self-emp-not-inc,14, Married-civ-spouse, Exec-managerial, White, Male,8, United-States, >50K
22, Private,5, Never-married, Transport-moving, White, Male,40, United-States, <=50K
30, Private,13, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
46, Private,12, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
43, Self-emp-not-inc,8, Married-civ-spouse, Transport-moving, White, Male,60, United-States, <=50K
37, Private,4, Never-married, Machine-op-inspct, White, Female,25, United-States, <=50K
59, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, >50K
51, Self-emp-not-inc,9, Never-married, Farming-fishing, White, Male,45, United-States, <=50K
47, Private,13, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,65, Japan, <=50K
36, Private,10, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, <=50K
73, Local-gov,3, Married-civ-spouse, Prof-specialty, White, Male,6, United-States, <=50K
32, Local-gov,14, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
34, Private,9, Married-civ-spouse, Sales, White, Male,50, United-States, <=50K
51, Local-gov,9, Married-civ-spouse, Transport-moving, Amer-Indian-Eskimo, Male,40, United-States, <=50K
20, Private,9, Never-married, Machine-op-inspct, White, Female,45, United-States, <=50K
57, Private,10, Married-civ-spouse, Other-service, Other, Male,40, Mexico, <=50K
19, Private,10, Never-married, Other-service, White, Male,20, United-States, <=50K
45, Private,8, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
55, Private,6, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
60, Private,10, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States, <=50K
19, Private,9, Never-married, Farming-fishing, White, Male,40, United-States, <=50K
35, Private,9, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
20, Private,9, Never-married, Machine-op-inspct, White, Female,30, United-States, <=50K
34, Local-gov,13, Never-married, Prof-specialty, Black, Male,15, United-States, <=50K
26, Private,15, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
73, Federal-gov,10, Widowed, Tech-support, White, Female,40, United-States, <=50K
27, Private,14, Married-civ-spouse, Prof-specialty, White, Male,55, United-States, <=50K
37, Self-emp-not-inc,11, Never-married, Farming-fishing, White, Male,84, United-States, <=50K
73, Self-emp-not-inc,9, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
